#,Title,Speaker,Year,Month,Session,URL
1128,Prepare to Serve,M. Russell Ballard,1985,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/prepare-to-serve?lang=eng
1129,Spencer W. Kimball: A True Disciple of Christ,Marvin J. Ashton,1985,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/spencer-w-kimball-a-true-disciple-of-christ?lang=eng
1130,Set Some Personal Goals,Spencer W. Kimball,1985,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/set-some-personal-goals?lang=eng
1131,To Please Our Heavenly Father,Gordon B. Hinckley,1985,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/to-please-our-heavenly-father?lang=eng
1132,The Victory over Death,Gordon B. Hinckley,1985,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/the-victory-over-death?lang=eng
1133,The Resurrected Christ,David B. Haight,1985,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/the-resurrected-christ?lang=eng
1134,The Spirit of the Gathering,William Grant Bangerter,1985,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/the-spirit-of-the-gathering?lang=eng
1135,Selflessness: A Pattern for Happiness,H. Burke Peterson,1985,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/selflessness-a-pattern-for-happiness?lang=eng
1136,“The Spirit Giveth Life”,Thomas S. Monson,1985,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/the-spirit-giveth-life?lang=eng
1137,“Willing to Submit”,Neal A. Maxwell,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/willing-to-submit?lang=eng
1138,“Hold Up Your Light”,J. Richard Clarke,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/hold-up-your-light?lang=eng
1139,Ears to Hear,Henry B. Eyring,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/ears-to-hear?lang=eng
1140,Confidence in the Lord,Glenn L. Pace,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/confidence-in-the-lord?lang=eng
1141,Taking upon Us the Name of Jesus Christ,Dallin H. Oaks,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/taking-upon-us-the-name-of-jesus-christ?lang=eng
1142,The Answers Will Come,Hans B. Ringger,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/the-answers-will-come?lang=eng
1143,This Is the Work of the Lord,Waldo P. Call,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/this-is-the-work-of-the-lord?lang=eng
1144,He Is in Charge,Helio R. Camargo,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/he-is-in-charge?lang=eng
1145,God Has a Work for Us to Do,Gordon B. Hinckley,1985,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/04/god-has-a-work-for-us-to-do?lang=eng
1146,Joined Together in Love and Faith,Gordon B. Hinckley,1985,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/joined-together-in-love-and-faith?lang=eng
1147,Born of God,Ezra Taft Benson,1985,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/born-of-god?lang=eng
1148,The Abundant Life,James E. Faust,1985,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/the-abundant-life?lang=eng
1149,The Gospel of Love,Loren C. Dunn,1985,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/the-gospel-of-love?lang=eng
1150,“As I Have Loved You”,Robert L. Backman,1985,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/as-i-have-loved-you?lang=eng
1151,"Premortality, a Glorious Reality",Neal A. Maxwell,1985,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/premortality-a-glorious-reality?lang=eng
1152,Lessons from the Atonement That Help Us to Endure to the End,Robert D. Hales,1985,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/lessons-from-the-atonement-that-help-us-to-endure-to-the-end?lang=eng
1153,Can There Any Good Thing Come Out of Nazareth?,George P. Lee,1985,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/can-there-any-good-thing-come-out-of-nazareth?lang=eng
1154,What’s the Difference?,Derek A. Cuthbert,1985,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/whats-the-difference?lang=eng
1155,Adventures of the Spirit,Robert E. Wells,1985,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/adventures-of-the-spirit?lang=eng
1156,Self-Mastery,Russell M. Nelson,1985,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/self-mastery?lang=eng
1157,Those Who Love Jesus,Thomas S. Monson,1985,10,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/those-who-love-jesus?lang=eng
1158,"Worthy Fathers, Worthy Sons",Ezra Taft Benson,1985,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/worthy-fathers-worthy-sons?lang=eng
1159,“The Heavens Declare the Glory of God”,Don Lind,1985,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/the-heavens-declare-the-glory-of-god?lang=eng
1160,The Gospel Lifeline,Rex D. Pinegar,1985,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/the-gospel-lifeline?lang=eng
1161,The Oath and Covenant of the Priesthood,Carlos E. Asay,1985,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/the-oath-and-covenant-of-the-priesthood?lang=eng
1162,“I Confer the Priesthood of Aaron”,L. Tom Perry,1985,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/i-confer-the-priesthood-of-aaron?lang=eng
1163,Questions and Answers,Gordon B. Hinckley,1985,10,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/questions-and-answers?lang=eng
1164,Rejoice in This Great Era of Temple Building,Gordon B. Hinckley,1985,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/rejoice-in-this-great-era-of-temple-building?lang=eng
1165,Spirituality,Dallin H. Oaks,1985,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/spirituality?lang=eng
1166,Let Mercy Temper Justice,Theodore M. Burton,1985,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/let-mercy-temper-justice?lang=eng
1167,“By Their Fruits Ye Shall Know Them”,Dean L. Larsen,1985,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/by-their-fruits-ye-shall-know-them?lang=eng
1168,Peace—A Triumph of Principles,Marvin J. Ashton,1985,10,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/peace-a-triumph-of-principles?lang=eng
1169,Fast Day,Howard W. Hunter,1985,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/fast-day?lang=eng
1170,The Gospel,Hartman Rector Jr.,1985,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/the-gospel?lang=eng
1171,In Response to the Call,M. Russell Ballard,1985,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/in-response-to-the-call?lang=eng
1172,"Joseph Smith, the Chosen Instrument",Rex C. Reeve,1985,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/joseph-smith-the-chosen-instrument?lang=eng
1173,The Only True Church,Boyd K. Packer,1985,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/the-only-true-church?lang=eng
1174,“Let Us Move This Work Forward”,Gordon B. Hinckley,1985,10,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1985/10/let-us-move-this-work-forward?lang=eng
1175,“Draw Near unto Me”,J. Thomas Fyans,1985,10,General Women’s Meeting,https://www.churchofjesuschrist.org/study/general-conference/1985/10/draw-near-unto-me?lang=eng
1176,Draw Near to Him in Prayer,Dwan J. Young,1985,10,General Women’s Meeting,https://www.churchofjesuschrist.org/study/general-conference/1985/10/draw-near-to-him-in-prayer?lang=eng
1177,The Holy Scriptures: Letters from Home,Ardeth G. Kapp,1985,10,General Women’s Meeting,https://www.churchofjesuschrist.org/study/general-conference/1985/10/the-holy-scriptures-letters-from-home?lang=eng
1178,Draw Near unto Me through Obedience,Barbara W. Winder,1985,10,General Women’s Meeting,https://www.churchofjesuschrist.org/study/general-conference/1985/10/draw-near-unto-me-through-obedience?lang=eng
1179,Ten Gifts from the Lord,Gordon B. Hinckley,1985,10,General Women’s Meeting,https://www.churchofjesuschrist.org/study/general-conference/1985/10/ten-gifts-from-the-lord?lang=eng
1180,Cleansing the Inner Vessel,Ezra Taft Benson,1986,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/cleansing-the-inner-vessel?lang=eng
1181,A Prophet Chosen of the Lord,David B. Haight,1986,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/a-prophet-chosen-of-the-lord?lang=eng
1182,We Love You—Please Come Back,Richard G. Scott,1986,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/we-love-you-please-come-back?lang=eng
1183,The Kingdom Rolls Forth in South America,M. Russell Ballard,1986,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/the-kingdom-rolls-forth-in-south-america?lang=eng
1184,An Apostle’s Witness of the Resurrection,Howard W. Hunter,1986,4,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/an-apostles-witness-of-the-resurrection?lang=eng
1185,The Responsibility for Welfare Rests with Me and My Family,James E. Faust,1986,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/the-responsibility-for-welfare-rests-with-me-and-my-family?lang=eng
1186,Principles and Programs,Glenn L. Pace,1986,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/principles-and-programs?lang=eng
1187,In the Lord’s Own Way,Russell M. Nelson,1986,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/in-the-lords-own-way?lang=eng
1188,Welfare Principles to Guide Our Lives: An Eternal Plan for the Welfare of Men’s Souls,Robert D. Hales,1986,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/welfare-principles-to-guide-our-lives-an-eternal-plan-for-the-welfare-of-mens-souls?lang=eng
1189,The Law of the Fast,L. Tom Perry,1986,4,Saturday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/the-law-of-the-fast?lang=eng
1190,“Called and Prepared from the Foundation of the World”,Neal A. Maxwell,1986,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/called-and-prepared-from-the-foundation-of-the-world?lang=eng
1191,The Call of Duty,Thomas S. Monson,1986,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/the-call-of-duty?lang=eng
1192,The Question of a Mission,Gordon B. Hinckley,1986,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/the-question-of-a-mission?lang=eng
1193,To the “Youth of the Noble Birthright”,Ezra Taft Benson,1986,4,Priesthood Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/to-the-youth-of-the-noble-birthright?lang=eng
1194,Come and Partake,Gordon B. Hinckley,1986,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/come-and-partake?lang=eng
1195,Reverent and Clean,Dallin H. Oaks,1986,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/reverent-and-clean?lang=eng
1196,Happiness,Jack H. Goaslind Jr.,1986,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/happiness?lang=eng
1197,“The Things of My Soul”,Boyd K. Packer,1986,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/the-things-of-my-soul?lang=eng
1198,A Provident Plan—A Precious Promise,Thomas S. Monson,1986,4,Sunday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/a-provident-plan-a-precious-promise?lang=eng
1199,“Be of Good Cheer”,Marvin J. Ashton,1986,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/be-of-good-cheer?lang=eng
1200,“They Taught and Did Minister One to Another”,James M. Paramore,1986,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/they-taught-and-did-minister-one-to-another?lang=eng
1201,The Greatest News of All Times Is That Jesus Lives,Jacob de Jager,1986,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/the-greatest-news-of-all-times-is-that-jesus-lives?lang=eng
1202,Solemn Assembly and Sustaining of Church Officers,Gordon B. Hinckley,1986,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/solemn-assembly-and-sustaining-of-church-officers?lang=eng
1203,Sixteen Years as a Witness,Francis M. Gibbons,1986,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/sixteen-years-as-a-witness?lang=eng
1204,A Sacred Responsibility,Ezra Taft Benson,1986,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/a-sacred-responsibility?lang=eng
1205,The Power of the Word,Ezra Taft Benson,1986,4,Sunday Afternoon Session,https://www.churchofjesuschrist.org/study/general-conference/1986/04/the-power-of-the-word?lang=eng
1206,The Book of Mormon—Keystone of Our Religion,Ezra Taft Benson,1986,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/10/the-book-of-mormon-keystone-of-our-religion?lang=eng
1207,Unwanted Messages,James E. Faust,1986,10,Saturday Morning Session,https://www.churchofjesuschrist.org/study/general-conference/1986/10/unwanted-messages?lang=eng
